species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Synanthedonvespiformis,Lepidoptera,88.0,131.34,"Mir-124, Mir-219, Mir-242, Mir-2765, Mir-278, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-67, Mir-957, Mir-96, Mir-988, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957",115,171.64,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-275, Mir-2796, Mir-306, Mir-970, Mir-989, Mir-999, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-988, Mir-989, Mir-999"
Synceruscaffer,Lepidoptera,175.0,261.19,"Mir-1298, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-384, Mir-4057, Mir-448, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-76",188,280.6,"Mir-1379, Mir-2114, Mir-325, Mir-350, Mir-590, Mir-598, Mir-670, Mir-672, Mir-676, Mir-722, Mir-725, Mir-737, Mir-769"
Syngnathusacus,Lepidoptera,86.0,128.36,"Mir-2001, Mir-2184, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-71, Mir-7133, Mir-7147, Mir-729, Mir-76, Mir-875",99,147.76,"Mir-1329, Mir-1388, Mir-147, Mir-150, Mir-191, Mir-425, Mir-4541, Mir-551, Mir-7132, Mir-722, Mir-726, Mir-728, Mir-737"
Syrittapipiens,Lepidoptera,69.0,102.99,"Iab-4, Mir-1000, Mir-1175, Mir-12, Mir-137, Mir-153, Mir-1993, Mir-216, Mir-22, Mir-242, Mir-252, Mir-275, Mir-276, Mir-2765, Mir-277, Mir-278, Mir-279, Mir-2796, Mir-3049, Mir-317, Mir-33, Mir-34, Mir-36, Mir-71, Mir-750, Mir-76, Mir-8, Mir-927, Mir-929, Mir-932, Mir-970, Mir-971, Mir-988, Mir-989, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71",92,137.31,"Mir-193, Mir-2001, Mir-210, Mir-282, Mir-3, Mir-305, Mir-316, Mir-67, Mir-87, Mir-957, Mir-999, Mir-1175, Mir-193, Mir-2001, Mir-3, Mir-316, Mir-750, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Tachinafera,Lepidoptera,84.0,125.37,"Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-1000, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-282, Mir-3049, Mir-36, Mir-71, Mir-750",116,173.13,"Mir-1000, Mir-1175, Mir-153, Mir-193, Mir-2001, Mir-275, Mir-282, Mir-29, Mir-3, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999, Mir-1175, Mir-153, Mir-193, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Tachinalurida,Lepidoptera,84.0,125.37,"Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750, Mir-133, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-7, Mir-750",120,179.1,"Mir-1000, Mir-1175, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999, Mir-1000, Mir-1175, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Taeniopygiaguttata,Lepidoptera,219.0,326.87,"Mir-142, Mir-2001, Mir-208, Mir-242, Mir-278, Mir-281, Mir-315, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-727, Mir-76, Mir-96, Mir-150, Mir-2001, Mir-208, Mir-242, Mir-278, Mir-281, Mir-315, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-727, Mir-737, Mir-76",224,334.33,"Mir-4057, Mir-737, Mir-875, Mir-4057, Mir-875"
Takifugurubripes,Lepidoptera,94.0,140.3,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4541, Mir-456, Mir-551, Mir-71, Mir-729, Mir-76, Mir-875",99,147.76,"Mir-147, Mir-31, Mir-4057, Mir-425, Mir-451"
Tenthredomesomela,Lepidoptera,88.0,131.34,"Mir-36, Mir-375, Mir-970, Mir-124, Mir-36, Mir-375, Mir-970",121,180.6,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-210, Mir-22, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989, Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989"
Tenthredonotha,Lepidoptera,134.0,200.0,"Mir-1993, Mir-242, Mir-36, Mir-375, Mir-970, Mir-1993, Mir-242, Mir-36, Mir-375, Mir-970, Mir-1993, Mir-242, Mir-36, Mir-375, Mir-970, Mir-971",176,262.69,"Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989, Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989, Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989"
Thalassophryneamazonica,Lepidoptera,95.0,141.79,"Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-729, Mir-76",102,152.24,"Mir-1329, Mir-147, Mir-425, Mir-7133, Mir-7147, Mir-726, Mir-875"
Thamnaconusseptentrionalis,Lepidoptera,93.0,138.81,"Mir-1329, Mir-150, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-32, Mir-4057, Mir-456, Mir-71, Mir-729, Mir-76",99,147.76,"Mir-147, Mir-451, Mir-4541, Mir-7132, Mir-726, Mir-875"
Thamnophiselegans,Lepidoptera,94.0,140.3,"Mir-1416, Mir-1662, Mir-2184, Mir-278, Mir-4057, Mir-4541, Mir-459, Mir-460, Mir-489, Mir-7147, Mir-727, Mir-76",106,158.21,"Mir-1677, Mir-187, Mir-2001, Mir-219, Mir-242, Mir-281, Mir-32, Mir-71, Mir-722, Mir-725, Mir-726, Mir-7463"
Thecocarceliaacutangulata,Lepidoptera,84.0,125.37,"Mir-242, Mir-2765, Mir-3049, Mir-36, Mir-375, Mir-71, Mir-750, Mir-971, Mir-242, Mir-2765, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971",119,177.61,"Mir-1175, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-275, Mir-2796, Mir-29, Mir-3, Mir-306, Mir-33, Mir-87, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999, Mir-1175, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-275, Mir-2796, Mir-29, Mir-3, Mir-306, Mir-87, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Thecophoraatra,Lepidoptera,83.0,123.88,"Mir-153, Mir-193, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-87, Let-7, Mir-1, Mir-124, Mir-133, Mir-153, Mir-193, Mir-1993, Mir-242, Mir-275, Mir-2765, Mir-2796, Mir-3049, Mir-305, Mir-306, Mir-36, Mir-375, Mir-71, Mir-750, Mir-87, Mir-932, Mir-965",103,153.73,"Mir-1000, Mir-1175, Mir-14, Mir-2001, Mir-242, Mir-316, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999, Mir-1000, Mir-1175, Mir-14, Mir-2001, Mir-316, Mir-957, Mir-970, Mir-971, Mir-999"
Therabritannica,Lepidoptera,90.0,134.33,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-957",124,185.07,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-210, Mir-22, Mir-242, Mir-2765, Mir-3, Mir-306, Mir-375, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-3, Mir-306, Mir-932, Mir-970, Mir-988, Mir-999"
Tholeradecimalis,Lepidoptera,94.0,140.3,"Mir-3049, Mir-36, Mir-375, Mir-12, Mir-3049, Mir-315, Mir-375",127,189.55,"Mir-1000, Mir-12, Mir-124, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-33, Mir-957, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-33, Mir-36, Mir-957, Mir-970, Mir-988, Mir-999"
Thripspalmi,Lepidoptera,41.0,61.19,"Mir-193, Mir-1993, Mir-22, Mir-3, Mir-36, Mir-76, Mir-971",55,82.09,"Mir-1000, Mir-124, Mir-14, Mir-153, Mir-2001, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-67, Mir-929, Mir-932, Mir-965"
Thunnusalbacares,Lepidoptera,98.0,146.27,"Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4541, Mir-71, Mir-726, Mir-76",104,155.22,"Mir-1329, Mir-147, Mir-2001, Mir-4057, Mir-729, Mir-875"
Thunnusorientalis,Lepidoptera,96.0,143.28,"Mir-1306, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-726, Mir-76",103,153.73,"Mir-1329, Mir-147, Mir-2001, Mir-31, Mir-32, Mir-729, Mir-875"
Thyatirabatis,Lepidoptera,98.0,146.27,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-999, Mir-12, Mir-153, Mir-242, Mir-3049, Mir-36, Mir-999",120,179.1,"Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-315, Mir-932, Mir-957, Mir-970, Mir-971, Mir-988, Mir-1000, Mir-14, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-315, Mir-932, Mir-957, Mir-970, Mir-971, Mir-988"
Thymallusthymallus,Lepidoptera,92.0,137.31,"Mir-1329, Mir-147, Mir-2001, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-32, Mir-4057, Mir-76, Mir-875",102,152.24,"Mir-191, Mir-242, Mir-425, Mir-451, Mir-4541, Mir-71, Mir-7133, Mir-7147, Mir-729, Mir-737"
Thymelicussylvestris,Lepidoptera,90.0,134.33,"Mir-153, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-3049, Mir-305, Mir-315, Mir-36, Mir-375, Mir-87, Mir-957, Mir-999, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",112,167.16,"Mir-1000, Mir-12, Mir-14, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-971, Mir-988, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-971, Mir-988"
Tineasemifulvella,Lepidoptera,92.0,137.31,"Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-989, Mir-999, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-989, Mir-999",120,179.1,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-316, Mir-929, Mir-970, Mir-988, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-316, Mir-929, Mir-970, Mir-988"
Tineatrinotella,Lepidoptera,92.0,137.31,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-957, Mir-988, Mir-999, Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-957, Mir-988, Mir-999",115,171.64,"Mir-1000, Mir-14, Mir-153, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-750, Mir-929, Mir-970, Mir-989, Mir-1000, Mir-14, Mir-153, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-750, Mir-929, Mir-970, Mir-989"
Tiphiafemorata,Lepidoptera,88.0,131.34,"Mir-1993, Mir-22, Mir-242, Mir-306, Mir-36, Mir-970, Mir-1175, Mir-1993, Mir-22, Mir-242, Mir-316, Mir-36, Mir-67, Mir-750, Mir-76, Mir-929, Mir-965, Mir-970, Mir-989",109,162.69,"Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-316, Mir-929, Mir-932, Mir-989, Mir-1000, Mir-137, Mir-14, Mir-153, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-932"
Toxotesjaculatrix,Lepidoptera,99.0,147.76,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057",105,156.72,"Mir-147, Mir-4541, Mir-71, Mir-729, Mir-76, Mir-875"
Trachinotusovatus,Lepidoptera,99.0,147.76,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76",103,153.73,"Mir-147, Mir-281, Mir-729, Mir-875"
Trachurustrachurus,Lepidoptera,99.0,147.76,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-71, Mir-76",105,156.72,"Mir-147, Mir-32, Mir-4057, Mir-4541, Mir-729, Mir-875"
Trachypithecusfrancoisi,Lepidoptera,381.0,568.66,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-384, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-384, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-505, Mir-676, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",430,641.79,"Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-1805, Mir-2387, Mir-2483, Mir-3140, Mir-3146, Mir-3173, Mir-345, Mir-4541, Mir-577, Mir-579, Mir-605, Mir-624, Mir-672, Mir-676, Mir-722, Mir-737, Mir-934, Mir-944, Mir-1277, Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-1805, Mir-1912, Mir-2387, Mir-2483, Mir-3140, Mir-3146, Mir-3173, Mir-325, Mir-345, Mir-374, Mir-4541, Mir-577, Mir-579, Mir-590, Mir-605, Mir-624, Mir-651, Mir-652, Mir-672, Mir-722, Mir-737, Mir-944"
Tragelaphusstrepsiceros,Lepidoptera,172.0,256.72,"Mir-1397, Mir-1416, Mir-149, Mir-1662, Mir-1788, Mir-1805, Mir-203, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-320, Mir-337, Mir-370, Mir-375, Mir-384, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-675, Mir-725, Mir-726, Mir-727, Mir-76",188,280.6,"Mir-1301, Mir-1379, Mir-2001, Mir-2114, Mir-325, Mir-330, Mir-350, Mir-4541, Mir-598, Mir-653, Mir-672, Mir-676, Mir-71, Mir-7147, Mir-722, Mir-737"
Trematomusbernacchii,Lepidoptera,94.0,140.3,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4541, Mir-729",104,155.22,"Mir-143, Mir-147, Mir-191, Mir-4057, Mir-425, Mir-451, Mir-71, Mir-737, Mir-76, Mir-875"
Trichechusmanatuslatirostris,Lepidoptera,166.0,247.76,"Mir-1247, Mir-134, Mir-1397, Mir-1662, Mir-1788, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-598, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76",188,280.6,"Mir-1329, Mir-1379, Mir-1416, Mir-147, Mir-1805, Mir-1911, Mir-2355, Mir-325, Mir-330, Mir-335, Mir-337, Mir-342, Mir-346, Mir-350, Mir-493, Mir-504, Mir-653, Mir-6715, Mir-71, Mir-722, Mir-737, Mir-877"
Trichogrammapretiosum,Lepidoptera,39.0,58.21,"Let-7, Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-306, Mir-316, Mir-36, Mir-87, Mir-932, Mir-970, Mir-989",51,76.12,"Mir-1000, Mir-14, Mir-2765, Mir-2796, Mir-282, Mir-29, Mir-3, Mir-3049, Mir-375, Mir-67, Mir-929, Mir-971"
Trichoplusiani,Lepidoptera,47.0,70.15,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",56,83.58,"Mir-1000, Mir-14, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988"
Tridacnacrocea,Lepidoptera,44.0,65.67,Mir-210,51,76.12,"Mir-1984, Mir-1985, Mir-1986, Mir-1989, Mir-2001, Mir-242, Mir-2722"
Tridacnagigas,Lepidoptera,43.0,64.18,"Mir-1989, Mir-210",50,74.63,"Mir-1984, Mir-1985, Mir-1986, Mir-1994, Mir-2001, Mir-242, Mir-2722"
Triplophysasiluroides,Lepidoptera,92.0,137.31,"Mir-1329, Mir-147, Mir-202, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-76, Mir-875",102,152.24,"Mir-191, Mir-2001, Mir-2184, Mir-242, Mir-425, Mir-71, Mir-7132, Mir-7133, Mir-724, Mir-729"
Triplophysatibetana,Lepidoptera,91.0,135.82,"Mir-1329, Mir-139, Mir-147, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76, Mir-875",99,147.76,"Mir-191, Mir-2184, Mir-425, Mir-7132, Mir-7133, Mir-724, Mir-728, Mir-729"
Tropheusmoorii,Lepidoptera,100.0,149.25,"Mir-1329, Mir-2001, Mir-242, Mir-278, Mir-281, Mir-315, Mir-71, Mir-76, Mir-875",105,156.72,"Mir-147, Mir-32, Mir-4057, Mir-4541, Mir-729"
Tursiopsaduncus,Lepidoptera,172.0,256.72,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",190,283.58,"Mir-1301, Mir-1307, Mir-1329, Mir-1379, Mir-1805, Mir-1842, Mir-187, Mir-1911, Mir-2355, Mir-339, Mir-350, Mir-592, Mir-653, Mir-672, Mir-722, Mir-737, Mir-744, Mir-877"
Tytoalbaalba,Lepidoptera,101.0,150.75,"Mir-132, Mir-140, Mir-150, Mir-2001, Mir-208, Mir-210, Mir-2184, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-599, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-76",106,158.21,"Mir-1467, Mir-203, Mir-2131, Mir-2984, Mir-737"
Ursusarctoshorribilis,Lepidoptera,174.0,259.7,"Mir-1379, Mir-1397, Mir-1662, Mir-1788, Mir-2001, Mir-203, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-460, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",190,283.58,"Mir-1329, Mir-1416, Mir-147, Mir-1805, Mir-2114, Mir-2355, Mir-448, Mir-452, Mir-458, Mir-598, Mir-671, Mir-672, Mir-675, Mir-676, Mir-722, Mir-877"
Vanessaatalanta,Lepidoptera,202.0,301.49,"Mir-12, Mir-14, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-14, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",226,337.31,"Mir-1000, Mir-1993, Mir-22, Mir-2765, Mir-71, Mir-929, Mir-1000, Mir-1993, Mir-22, Mir-2765, Mir-71, Mir-929, Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-929, Mir-999, Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-929, Mir-999"
Vanessacardui,Lepidoptera,152.0,226.87,"Mir-12, Mir-242, Mir-3049, Mir-375, Mir-71, Mir-957, Mir-12, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-957, Mir-999",179,267.16,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-315, Mir-36, Mir-929, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-315, Mir-929, Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-315, Mir-929"
Vanessatameamea,Lepidoptera,51.0,76.12,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-929"
Venturiacanescens,Lepidoptera,43.0,64.18,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",57,85.07,"Mir-1000, Mir-124, Mir-14, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971"
Veraspervariegatus,Lepidoptera,195.0,291.04,"Mir-1329, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-76, Mir-875, Mir-1329, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-76, Mir-875",206,307.46,"Mir-147, Mir-2001, Mir-451, Mir-71, Mir-729, Mir-147, Mir-191, Mir-2001, Mir-451, Mir-71, Mir-729"
Vespacrabro,Lepidoptera,74.0,110.45,"Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970, Mir-1175, Mir-153, Mir-193, Mir-1993, Mir-210, Mir-22, Mir-242, Mir-2765, Mir-277, Mir-282, Mir-29, Mir-317, Mir-34, Mir-36, Mir-7, Mir-750, Mir-87, Mir-932, Mir-970",101,150.75,"Mir-1, Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-971, Mir-989, Mir-1, Mir-1000, Mir-14, Mir-2001, Mir-278, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-971, Mir-989"
Vespavelutina,Lepidoptera,43.0,64.18,"Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970",56,83.58,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-971, Mir-989"
Vespulagermanica,Lepidoptera,84.0,125.37,"Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970",112,167.16,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-927, Mir-929, Mir-932, Mir-971, Mir-989, Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-927, Mir-929, Mir-932, Mir-971, Mir-989"
Vespulavulgaris,Lepidoptera,86.0,128.36,"Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970",112,167.16,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-927, Mir-929, Mir-932, Mir-971, Mir-989, Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-927, Mir-929, Mir-932, Mir-971, Mir-989"
Vicugnapacoshuacaya,Lepidoptera,172.0,256.72,"Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-203, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-375, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-727, Mir-76, Mir-760",190,283.58,"Mir-1251, Mir-1805, Mir-197, Mir-2114, Mir-2355, Mir-350, Mir-4541, Mir-541, Mir-574, Mir-672, Mir-676, Mir-7180, Mir-722, Mir-725, Mir-726, Mir-737, Mir-877, Mir-935"
Vicugnavicugnamensalis,Lepidoptera,177.0,264.18,"Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-727, Mir-76",192,286.57,"Mir-1251, Mir-1805, Mir-197, Mir-2114, Mir-2355, Mir-350, Mir-541, Mir-672, Mir-676, Mir-722, Mir-725, Mir-726, Mir-737, Mir-760, Mir-877"
